# sourceSeal=1116fa8 draws=24 — S242/GRB-04. Distinct ANSWERS, not distinct widgets.
# constant = many prompts, one answer: re-asking cannot measure anything. Some are legitimate
# invariance lessons and some are decoration; the distinction has to be read, not computed.
generator,form,widgetType,verdict,distinctPrompts,distinctAnswers,topAnswerShare,topAnswer,examplePrompt
solve-trig-all,sinPair,mcq,low-entropy,13,3,0.54,4π/3 and 5π/3,Solve sin x = −1/2 on [0  2π):
pr-unit-rate-g7,milesWholeB,numeric,low-entropy,13,3,0.38,4,A walker covers 1/3 mile in 1/12 hour. What is the unit rate in miles per hour?
k0-add-subtract,KoaChooseOpMcq,mcq,low-entropy,13,2,0.67,Subtract,5 ducks swim in a pond. 3 more ducks swim over. What should you do to find how many ducks 
g1-data,GdTallyMakeNumeric,numeric,low-entropy,13,3,0.38,1,19 students voted. When you tally the votes in five-groups  how many CROSSED groups will t
a1-exponential,exp-match-base__numeric,exactNumberLab,low-entropy,13,4,0.42,3,Solve 2^x = 4. What is x?
a1-functions-sequences,fn-common-ratio__numeric,numeric,low-entropy,13,4,0.29,5,For the geometric sequence 6  30  150  750  what is the common ratio?
a2-logarithms,lg-cob__numeric,exactNumberLab,low-entropy,13,4,0.38,4,Use change of base to evaluate log_7(343).
a2-rationals,rf-equations__buildExpression,buildExpression,low-entropy,13,3,0.5,[ x ≠ 1 ],Build the restriction for 1/(x−3) = 1/5.
cn-solve-any,default,numeric,low-entropy,12,4,0.33,2,Solve x² + 6x + 13 = 0 (hint: complete the square). For the root with POSITIVE imaginary p
exp-solve,default,exactNumberLab,low-entropy,12,2,0.54,2,Solve 4 · 3^x = 36.
conditional-prob,default,numeric,low-entropy,12,3,0.42,0.111,A card is drawn. You are told it is a **face card** (J  Q or K). Find P(jack | that condit
g7-cross-sections,matchCrossSections,matchPairs,low-entropy,12,3,0.46,{ cone  cut across parallel to its base ,Match each solid-and-slice description to its cross-section.
pr-unit-rate-g7,lapsWholeB,numeric,low-entropy,12,3,0.5,2,A cyclist covers 5/8 lap in 5/16 hour. What is the unit rate in laps per hour?
pr-unit-rate-g7,recipeWhole,numeric,low-entropy,12,3,0.46,4,A recipe uses 1/3 cup of sugar for every 1/12 cup of butter. What is the unit rate in cups
a2-logarithms,lg-e-solve__numeric,numeric,low-entropy,12,3,0.5,0.6931471806,Solve 3e^x=9. Give x to three decimals.
a2-radicals,re-convert__buildExpression,buildExpression,low-entropy,12,4,0.38,[ ⁿ√(x^4) ],Write x^(2/3) as a radical.
pr-unit-rate-g7,mixedWhole,numeric,low-entropy,11,3,0.58,2,A biker covers 7/8 mile in 7/16 hour. What is the unit rate in miles per hour?
pr-unit-rate-g7,default,numeric,low-entropy,11,3,0.42,4,A cyclist covers 3/4 mile in 3/16 hour. What is the unit rate in miles per hour?
reflect-compose,reverseOrder,mcq,low-entropy,10,2,0.54,A 90° clockwise rotation (the opposite t,A·B gave a 90° clockwise rotation. What does the reversed order B·A = [[0  -1]  [1  0]] gi
pr-unit-rate-g7,lapsWholeA,numeric,low-entropy,10,3,0.42,4,A runner covers 1/3 lap in 1/12 hour. What is the unit rate in laps per hour?
prob-fraction,default,fractionEntry,low-entropy,9,3,0.67,{ whole :0  num :1  den :2},When rolling a standard 6-sided die  what is the probability of rolling greater than 2? Gi
permutation-count,arrangeAll,numeric,low-entropy,9,3,0.42,720,How many ways can 6 different trophies be arranged in a row?
box-surface-area,sameVolumeDifference,numeric,low-entropy,9,2,0.79,8,Box A is 4×4×2; Box B is 8×2×2. They have the same volume. How much MORE surface area does
a2-trig,tf-reference__numeric,numeric,low-entropy,9,3,0.38,30,Find the reference angle of 150°.
lcm-pair,gcfPair,numeric,low-entropy,8,4,0.63,2,Find the greatest common factor of 6 and 8.
reflect-compose,composeMatrix,matrixTransform,low-entropy,8,2,0.54,[0 -1 1 0],Reflect over y = x  then over the y-axis — one transformation right after the other. Build
a1-functions-sequences,fn-domain-range__buildExpression,buildExpression,low-entropy,8,8,0.71,[ range =   3 ],Build the range for the pairs (0  2)  (1  8)  (2  4) in increasing order.
a2-logarithms,lg-product__numeric,exactNumberLab,low-entropy,8,3,0.63,4,Evaluate log_5(5) + log_5(25).
implicit-diff,quadForm,numeric,low-entropy,7,3,0.63,-0.8,x² + xy + y² = 7. Find dy/dx at (1  2)  as a decimal.
solve-trig-all,sumSin,numeric,low-entropy,6,2,0.54,9.42,Solve 2 sin x + √3 = 0 on [0  2π). What is the SUM of the solutions  to hundredths?
negative-intro,compareFractionDecimal,rationalCompare,low-entropy,5,2,0.67, lt ,Compare 2/5 and 0.6. Which relation is true?
g6-data-literacy,ddHistTotal,numeric,rich,24,14,0.13,14,A histogram's bar heights are 5  2  6  4. How many observations are represented in total?
g6-data-literacy,ddHistExactValues,mcq,rich,24,21,0.08,No — only their bin interval 5–9 is know,The 5–9 histogram bar has height 7. Can the 7 exact data values be recovered?
g6-center-spread,ddMeanBasic,numeric,rich,24,16,0.13,9,Find the mean of 14  12  8  6.
g6-center-spread,ddMeanMissing,numeric,rich,24,16,0.08,14,Four scores have a mean of 10. Three scores are 6  7  13. What is the missing score?
g6-center-spread,ddMeanContext,numeric,rich,24,14,0.17,15,Four trail walks took 4  6  10  8 minutes. What was the mean walk time?
g6-center-spread,ddMedianOddUnsorted,numeric,rich,24,16,0.17,7,Find the median of 3  7  4  12  9. Sort the data first.
g6-center-spread,ddMedianSortError,mcq,rich,24,17,0.08,The data was not sorted; the correct mid,A learner averages 17 and 14 as the  middle pair  of 7  17  14  1 and gets 15.5. What went
g6-center-spread,ddRangeBasic,pointSetReasoningLab,rich,24,15,0.13,11,Find the range of 6  4  8  18.
g6-center-spread,ddFullReport,mcq,rich,24,22,0.08,Median 10; IQR 6 — one center and one sp,Which two-number report includes both a center and a spread for a distribution with median
g6-center-spread,ddSummaryIqr,numeric,rich,24,10,0.21,9,A trip-time distribution has Q1 = 5 and Q3 = 14. What is the IQR?
g6-center-spread,ddSummaryMean,numeric,rich,24,17,0.13,9,A data set has sum 42 across 6 observations. What is the mean?
g6-center-spread,ddBestDescription,mcq,rich,24,24,0.04,Values cluster symmetrically around 14  ,Choose the best one-sentence description of a roughly symmetric distribution with median 1
g6-center-spread,ddTypicalMedian,mcq,rich,24,18,0.13,The median  14 — it lies inside the main,For the data 10  12  12  14  14  16  18  52  which number best answers  what is typical? 
g6-center-spread,ddCenterGap,numeric,rich,24,9,0.21,8,A distribution has mean 9 and median 6. How large is the gap between the centers?
g6-center-spread,ddCapReport,mcq,rich,24,23,0.08,Most values cluster near 2; median 2  IQ,A distribution clusters near 2  has IQR 2  and contains one high outlier 17. Which report 
g6-center-spread,default,numeric,rich,24,16,0.17,10,Find the mean of 6  12  8  14.
match-solve,default,matchPairs,rich,24,24,0.04,{ 4x + 3 = 19 : x = 4   4x + 4 = 12 : x ,Solve each equation and match it to its x.
match-sum,mixedSums,matchPairs,rich,24,24,0.04,{ 3 + 2 : 5   4 + 3 : 7   4 + 2 : 6 },Match each addition to the amount it equals.
match-times-ten,default,matchPairs,rich,24,24,0.04,{ 27 : 270   250 : 2 500   1 300 : 13 00,Match each number to what it becomes when multiplied by 10.
trig-model,platform,numeric,rich,24,14,0.17,16,A ride follows h(t) = 18 − 17 cos t. How high is the boarding platform  in feet?
complex-i-square,default,numeric,rich,24,23,0.08,32,Compute (2i)² + 31.
cn-cts-vertex,default,mcq,rich,24,20,0.13,y = (x + 3)² − 2,What is the vertex form of y = x² + 2x + 6?
cn-add-sub,default,numeric,rich,24,14,0.17,-1,What is the IMAGINARY part of (2 − 5i) + (-5 + 4i)?
sequence-order,byFives,dragOrder,rich,24,12,0.25,[ 25   30   35   40   45 ],Drag these into counting order  smallest first.
event-sort,classify,dragBucket,rich,24,24,0.04,{ shows a 3 · shows a 6 : Mutually exclu,Sort each pair of events.
event-sort,default,dragBucket,rich,24,24,0.04,{ greater than 5 · shows a 2 : No overla,Roll one die. For each pair of events  can they both happen on the SAME roll?
two-step-arith,default,numeric,rich,24,23,0.08,27,34 birds  then 19 more arrive  then 24 fly off. How many now?
sci-notation,small,buildExpression,rich,24,24,0.04,[ 7   ×   10⁻³ ],0.007 in scientific notation is:
sci-notation,default,buildExpression,rich,24,24,0.04,[ 3.1   ×   10⁵ ],310 000 in scientific notation is:
frac-multiply,areaCompare,mcq,rich,24,24,0.04,Smaller than both 2/5 and 3/5,Without computing exactly  2/5 × 3/5 is —
fraction-scaling,singleCompare,mcq,rich,24,23,0.08,Bigger than 9,Is 9 × 5/3 bigger than 9  smaller than 9  or exactly 9?
fraction-scaling,pairCompare,mcq,rich,24,24,0.04,5/4 × 18,Which is bigger: 5/4 × 18 or 3/5 × 18?
fraction-scaling,largestThree,mcq,rich,24,24,0.04,6/5 × 21,Which product is the largest: 6/5 × 21  1/4 × 21  2/3 × 21?
fraction-scaling,default,mcq,rich,24,24,0.04,Exactly 5,Is 5 × 5/5 bigger than 5  smaller than 5  or exactly 5?
quad-shape-area,fromTriangles,numeric,rich,24,18,0.13,38,Triangle 1 has area 18 and triangle 2 has area 14 (same trapezoid as before). What is the 
two-step-order,whichNeedsTwo,mcq,rich,24,24,0.04,3 tables each carry 4 players; 4 players,Which problem needs TWO operations to solve?
two-step-order,default,mcq,rich,24,24,0.04,add: 25 + 17 = 42,25 fish  17 more added  then 14 scooped out. What do you do FIRST?
pq-trapezoid,otherBase,numeric,rich,24,17,0.13,21,A trapezoid's midsegment is 14 and one base is 7. Find the other base.
pq-kite,offAxisAngles,numeric,rich,24,21,0.08,112,A kite's two angles ON the symmetry axis measure 102° and 34°. Find each of the other two 
gf-segment-add,default,numeric,rich,24,20,0.08,38,B is between A and C. AB = 12 and BC = 14. Find AC.
gf-angle-add,default,numeric,rich,24,19,0.13,60,Ray QR lies in the interior of ∠PQS. m∠PQR = 37° and m∠RQS = 25°. Find m∠PQS.
coord-area-box,default,numeric,rich,24,13,0.17,160,Triangle (3  1)  (13  5)  (9  15) — a right-isosceles triangle. First step: the bounding b
coord-distance,vertical,numeric,rich,24,12,0.25,10,Distance from (7  6) to (7  -3) = ?
measure-word,default,numeric,rich,24,17,0.13,410,A recipe uses 190 g of sugar and 260 g of butter. How many grams in all?
graph-read,totalAll,numeric,rich,24,13,0.13,22,A graph shows books read each day: Mon 3  Tue 8  Wed 6  Thu 5. How many books in ALL?
graph-read,default,numeric,rich,24,9,0.25,7,A bar graph shows: dogs 8  cats 4  fish 5  birds 6. How many MORE dogs than fish?
area-compose,attachedAreas,geometricConstraintLab,rich,24,19,0.08,29,A 3-by-5 rectangle (area 15) and an attached triangle with base 7 and height 4 (area 14) m
area-compose,coordinateComposite,geometricConstraintLab,rich,24,16,0.13,42,A coordinate figure combines rectangle (-1 -1)-(6 -1)-(6 3)-(-1 3)  an attached triangle (
order-decimals,tenthsOrder,mcq,rich,24,20,0.13,0.2  0.3  0.4,Which lists 0.4  0.6  0.8 from LEAST to greatest?
partial-products,bareChallenge,numeric,rich,24,22,0.08,135,Use partial products to find 45 × 3.
two-row-multiply,bareTwoRow,numeric,rich,24,22,0.08,1190,Use the two-row method to find 32 × 43.
two-row-multiply,default,numeric,rich,24,20,0.13,1280,For 26 × 45  the second row is 26 × 40 (the tens digit is 4  meaning 40). What is 26 × 40?
long-div-2digit,fullDivide,quotientReasoningLab,rich,24,12,0.13,28,Use long division: 504 ÷ 18 = ?
long-div-2digit,quotRemainder,quotientReasoningLab,rich,24,12,0.17,31,Find the QUOTIENT (whole-number part) of 531 ÷ 16. It leaves a remainder — just enter the 
fn-arith-seq,nextDown,numeric,rich,24,21,0.08,13,In the sequence 29  26  23  20  what is the next term?
equiv-test,likeConstant,mcq,rich,24,21,0.13,9n + 5,Simplify 2n + 9 + 5n.
equiv-test,distributeCombine,numeric,rich,24,18,0.08,32,Simplify 2(x + 4) + 2x  then evaluate at x = 3.
negative-intro,orderSignedFour,dragOrder,rich,24,24,0.04,[ -7   -3   -2   3 ],Arrange these from SMALLEST to largest: 3  -3  -7  -2.
negative-intro,coldestSigned,mcq,rich,24,18,0.13,-6°,Temperatures are -9°  -2°  and 3°. Which is coldest?
negative-intro,orderRationalsFive,dragOrder,rich,24,23,0.08,[ -6   -0.75   0   1/4   3 ],Arrange from SMALLEST to largest: 2/5  -2  3  -1.25  0.
grouping-first,groupAddMul,exactNumberLab,rich,24,15,0.21,24,What is (6 + 2) × 4?
grouping-first,mulAddEval,evalOrder,rich,24,21,0.08,10,Following the order of operations  what is 6 + 2 × 2? Tap an operator to work it out.
grouping-first,mulSubNumeric,numeric,rich,24,17,0.13,3,What is 18 − 3 × 2?
grouping-first,groupPhraseMcq,mcq,rich,24,24,0.04,3 times the sum of 4 and 4,Which words match (4 + 4) × 3?
decimal-align-addsub,padSub,numeric,rich,24,24,0.04,3.17,Subtract 7.0 − 3.83 (pad 7.0 to 7.00). (enter as a decimal)
decimal-align-addsub,bareAdd,numeric,rich,24,24,0.04,8.65,Add 6.8 + 1.85. (enter as a decimal)
decimal-align-addsub,regroupSub,numeric,rich,24,24,0.04,3.63,Subtract 5.8 − 2.17 (pad 5.8 to 5.80). (enter as a decimal)
decimal-align-addsub,bareSub,numeric,rich,24,24,0.04,3.23,Subtract 6.2 − 2.97. (enter as a decimal)
decimal-align-addsub,ribbons,numeric,rich,24,24,0.04,2.06,Two ribbons are 1.5 m and 0.56 m. What is their combined length? (enter as a decimal)
decimal-align-addsub,trailLeft,numeric,rich,24,24,0.04,2.11,A 5.0 km trail  2.89 km walked. How many km are left? (enter as a decimal)
decimal-align-addsub,threeAdd,numeric,rich,24,24,0.04,11.36,Compute 3.53 + 0.83 + 7.
decimal-align-addsub,default,numeric,rich,24,23,0.08,8.02,Add 4.8 + 3.66 (pad 4.8 to 4.80 first). (enter as a decimal)
poly-addsub,addX,numeric,rich,24,10,0.21,4,Add (2x^2 - 4x + 3) and (2x^2 + 6x - 2). What is the coefficient of x in the sum?
poly-addsub,subX,numeric,rich,24,11,0.13,4,Subtract: (6x^2 + 3x - 4) - (3x^2 + 2x - 2). What is the coefficient of x?
poly-addsub,subConst,numeric,rich,24,9,0.17,4,Subtract: (4x^2 + 2x - 2) - (2x^2 + 3x - 6). What is the constant term?
poly-addsub,default,numeric,rich,24,10,0.21,2,Add (2x^2 - 4x + 7) and (6x^2 + 4x - 4). What is the constant term of the sum?
poly-mul-mono,mulConst,numeric,rich,24,14,0.21,10,Multiply (5)(6x^2 - x + 2). What is the constant term?
power-product,powerMeaning,mcq,rich,24,15,0.21,3 × 3 × 3,Which correctly explains 2^4?
deriv-product,abstract,numeric,rich,24,15,0.17,8,f(4) = 6  f′(4) = 4  g(4) = 2  g′(4) = −1. Find (f·g)′(4).
subtract-within-100,twoDigit,numeric,rich,24,17,0.13,23,44 − 23 = ?
metric-convert,metricMcq,mcq,rich,24,24,0.04,3.9 L,3900 mL = ? L
metric-convert,customaryMcq,mcq,rich,24,21,0.13,2 lb,12 qt = ? gal (1 gal = 4 qt)
metric-convert,default,numeric,rich,24,22,0.08,9000,8 liters = how many milliliters?
round-place,decimalPlace,numeric,rich,24,23,0.08,3.3,Round 2.066 to the nearest hundredth.
round-place,contextWhole,placeValueTransformLab,rich,24,22,0.08,5,A museum ticket costs $7.22. About how many whole dollars is that  rounded to the nearest 
round-place,contextTenth,placeValueTransformLab,rich,24,24,0.04,1.4,A ribbon is 1.44 m long. Round its length to the nearest tenth of a meter.
round-place,default,numeric,rich,24,23,0.08,28000,Round 66 835 to the nearest thousand.
rect-measure,mixed,numeric,rich,24,22,0.08,24,A rectangular garden is 9 m long and 3 m wide. How many meters of fencing enclose it?
rect-measure,missingSide,numeric,rich,24,17,0.17,2,A rectangle's perimeter is 10 cm and its length is 2 cm. What is its width?
rect-measure,default,numeric,rich,24,18,0.13,28,A rectangular garden is 2 m long and 4 m wide. How many meters of fencing enclose it?
angle-sum,adjacent,numeric,rich,24,20,0.08,65,45°  20° sit side by side  sharing rays. What is their combined angle?
angle-sum,default,numeric,rich,24,23,0.08,89,A triangle has two angles: 107° and 38°. What is the third angle?
probability-fraction,relFreq,fractionEntry,rich,24,22,0.08,{ sign :1  whole :0  num :4  den :5},A spinner landed on blue 2 times out of 8 spins. What is the relative frequency of blue?
probability-fraction,mixed,fractionEntry,rich,24,20,0.13,{ sign :1  whole :0  num :2  den :3},A spinner has 11 equal sections  7 of them green. What is the probability of landing on gr
probability-fraction,default,fractionEntry,rich,24,15,0.17,{ sign :1  whole :0  num :1  den :4},A spinner has 7 equal sections  2 of them green. What is the probability of landing on gre
length-compare,three,lengthCompare,rich,24,11,0.17, key ,The belt is 2 inches  The ruler is 6 inches  and The shoe is 3 inches. Tap the SHORTEST.
length-compare,default,lengthCompare,rich,24,11,0.21, candle ,The candle is 8 paperclips  and The ruler is 9 paperclips. Tap the LONGEST.
eq-two-step,negative,numeric,rich,24,12,0.17,4,Solve for x: -3x − 2 = -11
eq-two-step,default,numeric,rich,24,11,0.25,6,Solve for x: 3x + 1 = 19
int-subtract-negative,decimal,numeric,rich,24,23,0.08,1.05,Work out:  2 − (−0.4)
pct-of-number,default,numeric,rich,24,22,0.08,80,What is 75% of 180?
lf-slope-two-points,default,numeric,rich,24,9,0.25,-3,Find the slope of the line through (0  3) and (1  1).
unit-frac-divide,scoopsComputation,mcq,rich,24,18,0.08,3 ÷ 1/3,How many 1/3-cup scoops fit in 3 cups? Which computation represents the question?
whole-times-fraction,numeratorOnly,numeric,rich,24,17,0.13,4,4 × 1/6: what is the numerator of the product? (The denominator stays 6.)
decimal-place-value,placeDigitMcq,mcq,rich,24,18,0.17,0 — the first place after the point,In 0.083  which digit is in the TENTHS place?
decimal-place-value,placeDigitNumeric,numeric,rich,24,10,0.17,6,In 0.694  what digit is in the tenths place?
decimal-place-value,readSimple,mcq,rich,24,15,0.17,Six tenths,How do you read 0.4 aloud using place value?
decimal-place-value,default,fractionEntry,rich,24,15,0.17,{ whole :0  num :1  den :100},In 0.537  what is the 3 actually worth?
decimal-representation,expandedDecimal,numeric,rich,24,24,0.04,0.521,Which decimal equals 5/10 + 2/100 + 1/1000?
unit-rate-frac,default,fractionEntry,rich,24,24,0.04,{ whole :0  num :72  den :77},A walker covers 6/11 mile in 7/12 hour. What is the unit rate in miles per hour?
circle-complete,default,mcq,rich,24,22,0.08,(−1  −4),Completing the square  x² + y² − 8x + 8y + 7 = 0 becomes (x − 4)² + (y + 4)² = 25. Its cen
sci-compute,addShift,buildExpression,rich,24,24,0.04,[ 9.9   ×   10⁴ ],(9 × 10⁴) + (9 × 10³) = ?
sci-compute,default,buildExpression,rich,24,24,0.04,[ 1   ×   10¹¹ ],(5 × 10³) × (2 × 10⁷) = ?
coordinate-plot,cgRectangleCorner,mcq,rich,24,9,0.17,(1  5),Three corners of an axis-aligned rectangle are (3  2)  (6  2)  and (6  5). Where is the fo
coordinate-plot,asvAxisDistance,numeric,rich,24,9,0.29,5,A vertical side runs from (-6  2) to (-6  7). What is its length?
back-substitute,default,affineRelationshipLab,rich,24,23,0.08,[2 1],Solve the system y = 2x + 1 and 3x + y = 31 completely. What is (x  y)?
point-transform,translate,pointEntry,rich,24,24,0.04,[6 5],Translate (1  3) right 5 and up 2. What is the new point?
point-transform,rotate,pointEntry,rich,24,24,0.04,[5 4],Rotate (−4  5) by 90° clockwise around the origin. What is the image?
point-transform,dilate,pointEntry,rich,24,24,0.04,[-6 3],Dilate (−12  6) by a scale factor of ½ from the origin. What is the image?
point-transform,default,pointEntry,rich,24,21,0.08,[-6 -5],Reflect (−6  1) across the x-axis. What is the image?
vec-displacement,equalVector,mcq,rich,24,24,0.04,From C(-1  -5) to D(-10  -6),Which displacement equals the vector from A(4  -3) to B(-5  -4)?
vec-displacement,default,pointEntry,rich,24,23,0.08,[-7 -5],The displacement from P(1  -5) to Q(-6  0) is:
matrix-apply,basisColumn,pointEntry,rich,24,21,0.13,[4 2],For the matrix [[5  1]  [4  6]]  where does the basis vector ⟨1  0⟩ land?
matrix-apply,componentOnly,numeric,rich,24,14,0.17,5,Apply [[5  0]  [0  3]] to ⟨1  6⟩ and enter the x-component.
mvt-c,twoValueMVT,mcq,rich,24,16,0.17,f′(c) = 3 for some c in (0  4).,f(0) = -5 and f(3) = 13  and f is differentiable. Which must be TRUE?
mvt-bound,smallest,numeric,rich,24,14,0.21,7,f(0) = -4 and 3 ≤ f′(x) ≤ 7 everywhere. What is the SMALLEST possible value of f(2)?
mvt-bound,default,numeric,rich,24,14,0.17,16,f(1) = 4 and f′(x) ≤ 5 for all x. What is the largest possible value of f(4)?
full-sketch,logicalContradiction,mcq,rich,24,16,0.21,An interior maximum needs f′ to change s,A student claims f′ > 0 on all of (3  7)  and that f has a maximum at x = 4. What is wrong
const-sum-rule,whyConstant,mcq,rich,24,19,0.13,Adding 29 raises the whole curve without,Why is d/dx[x² + 14] the same as d/dx[x²]?
choose-rule,expandProduct,numeric,rich,24,14,0.13,19,f(x) = x(x + 3) + 8x. Find f′(4).
arc-measure,threeArcs,numeric,rich,24,24,0.04,102,Three points split a circle into arcs of 103°  155°  and x. Find x.
inscribed-angle,triangleArc,numeric,rich,24,21,0.13,75,Triangle PQR is inscribed in a circle. Angle P = 44° and arc RP (not containing Q) = 150°.
array-model,whichOperation,mcq,rich,24,12,0.17,3 × 5,A band stands in 2 rows with 4 players in each row. Which finds the total number of player
array-model,default,mcq,rich,24,19,0.13,5 rows with 4 dots in each row,Which array shows 5 × 4?
skip-count,default,mcq,rich,24,12,0.17,40,Count by 5s: 5  10  15  __. What comes next?
share-division,whichStory,mcq,rich,24,22,0.08,20 grapes shared between 5 kids — each g,Which story matches 20 ÷ 5 = 4?
missing-factor,weeksToSave,mcq,rich,24,19,0.13,7 × ___ = 56  so 8 weeks,Omar saves $7 every week and wants $35. Which thinking finds how many weeks Omar needs?
triangle-area-calc,coordinateRightTriangle,geometricConstraintLab,rich,24,17,0.13,6,A right triangle has vertices (-4  -2)  (1  -2)  and (-4  0). What is its area?
area-formula-pick,trapezoid,numeric,rich,24,20,0.08,30,A TRAPEZOID has bases 12 and 2  and height 3. What is its area?
area-formula-pick,cornerCut,numeric,rich,24,21,0.08,42,A 10-by-4 rectangle has a triangular corner cut off (that triangle has base 3 and height 2
area-formula-pick,trapezoidAverage,mcq,rich,24,23,0.08,Averaging gives an effective width betwe,A trapezoid has parallel bases 8 and 3 and height 4. Why does its formula average the two 
area-formula-pick,coordinateRectangle,geometricConstraintLab,rich,24,17,0.13,30,An axis-aligned rectangle has corners (2  2)  (8  2)  and (8  8); the fourth corner is mis
lshape-decompose,boxMinusCorner,numeric,rich,24,23,0.08,63,An L-shaped rug has a 7×9 bounding box with a 4×5 corner missing. What is its area?
lshape-decompose,default,numeric,rich,24,22,0.08,75,An L-shape splits into a 5×4 rectangle and a 3×3 rectangle. What is the total area?
secant-slope,compareIntervals,mcq,rich,24,16,0.17,[4  6],A curve passes through (0  8)  (4  9)  and (7  12). Which interval has the greater average
rate-interpret,negativeMeaning,mcq,rich,24,16,0.08,The water level dropped  on average 6 fe,H(t) is the height of water in a reservoir. The average rate of change over a week is −6 f
rate-interpret,compareSpeeds,mcq,rich,24,18,0.13,Dai's (8 km/h vs 7 km/h),Ben walks 18 km in 3 hours. Dai walks 25 km in 5 hours. Whose average speed is greater?
rate-interpret,default,numeric,rich,24,10,0.17,600,A town's population grows from 800 to 1800 over 4 years. What is the average rate of chang
multiplication-rule,default,mcq,rich,24,23,0.08,0.57 × 0.42,P(bus) = 0.57  P(sport) = 0.55  P(sport | bus) = 0.42. Which product gives P(bus and sport
independence-test,predictVsActual,numeric,rich,24,15,0.17,60,Of 200 students  P(bus) = 0.5 and P(sport) = 0.8. The table shows 70 students who do both.
independence-test,bucketTest,dragBucket,rich,24,24,0.04,{ P(A) = 0.4 · P(B) = 0.5 · cell = 20 : ,Each table has 100 people. Does the product test pass?
composite-tri,wallsPlusRoof,numeric,rich,24,21,0.08,63,A hut has rectangular walls 7 wide and 6 tall  with a triangular roof of base 7 and height
composite-multi,threeRects,numeric,rich,24,19,0.13,74,A floor plan has three rectangular sections: 3×4  3×5  and 7×5. What is the total area?
composite-multi,fourPieces,numeric,rich,24,22,0.08,71,A floor plan has a 10×4 rectangle and a 4×6 rectangle (both added)  a triangular nook adde
step-function,jumpDescribe,mcq,rich,24,16,0.13,The cost jumps from $10 to $13 — no pric,With C(w) = $9 for w ≤ 1  $12 for 1 < w ≤ 2  and $15 for 2 < w ≤ 3  what happens to C(w) a
combined-shift,whichRule,mcq,rich,24,24,0.04,y = |x + 4| + 7,Which rule moves y = |x| LEFT 4 and UP 7?
combined-shift,default,numeric,rich,24,16,0.17,-11,What is the minimum output of y = (x − 8)² + 6?
add-like-denom,diagnoseError,mcq,rich,24,17,0.13,Priya added the denominators too — they ,Maya adds 1/5 + 2/5 and writes 3/10. What went wrong?
subtract-like-denom,diagnoseError,mcq,rich,24,17,0.13,Priya subtracted the denominators too — ,Nina subtracts 8/11 − 2/11 and writes 6/0. What went wrong?
box-surface-area,roomPaint,numeric,rich,24,24,0.04,83,A room is 7 long  5 wide  and 2 high. You paint the four walls and the ceiling  but not th
box-surface-area,default,numeric,rich,24,18,0.13,214,Find the surface area of a 3×5×6 box.
box-volume,dimensionsMcq,mcq,rich,24,20,0.17,24 cubic units,A box is 2 units long  5 units wide  and 4 units tall. What is its volume?
box-volume,layersMcq,mcq,rich,24,19,0.13,24 cubic units,A prism has 12 cubes in each layer and is 4 layers tall. What is its volume?
box-volume,composite,numeric,rich,24,22,0.13,36,A composite solid has one part with volume 12 cubic units and a second 3×3×1 box. What is 
box-volume,compositeMcq,mcq,rich,24,23,0.08,57 cubic units,A composite solid splits into a 3×2×2 box and a 4×2×3 box. What is the total volume?
box-volume,missingHeight,numeric,rich,24,9,0.17,6,A storage bin holds 90 cubic units. Its base is 3 by 5. How tall is it?
line-of-fit,default,affineRelationshipLab,rich,24,15,0.13,-11,A line of best fit is y = −7x + 20. What is its slope?
two-way-table,grandTotal,conditionalTableLab,rich,24,18,0.17,71,A survey table's four cells are 17  21  7  and 26. What is the grand total surveyed?
two-way-table,cellMeaning,conditionalTableLab,rich,24,14,0.13,18,In the table  the 'student' row meets the 'walk' column at 12. What does that 12 mean?
two-way-table,columnTotal,conditionalTableLab,rich,24,17,0.13,38,In the table  cat was chosen by 12 adults and 28 childs. What is the cat column total?
two-way-table,default,conditionalTableLab,rich,24,21,0.08,32,In the table  students chose 19 bus and 30 walk. How many students were surveyed in total?
set-ops,sortCards,dragBucket,rich,24,24,0.04,{ 1 : In neither   6 : In neither   15 :,Sort each card by where it sits for A = multiple of 5  B = greater than 18.
hop-multiply,turnAround,numeric,rich,24,15,0.13,18,A kangaroo hops by 9s from 0 up to 45 (that's 5 hops). Then it turns around and makes 3 ho
hop-multiply,default,mcq,rich,24,19,0.13,4 × 7,A number line shows a frog making 4 hops of 6  starting at 0. Which multiplication matches
identity-zero,stickerStory,mcq,rich,24,9,0.21,6 × 1 = 6,A machine gives 1 stamp per token. Ravi puts in 11 tokens. Which fact counts the stamps?
unknown-letter,howToCheck,mcq,rich,24,16,0.13,Swap the 9 back in: does 8 × 9 = 72?,Zoe solves 5 × m = 30 and gets m = 6. What is the best way to CHECK?
unknown-letter,testAddSolution,mcq,rich,24,24,0.04,No — 7 + 3 = 10  not 11,Is x = 7 a solution of x + 3 = 11?
unknown-letter,equationVsExpression,mcq,rich,24,23,0.08,7x + 4 = 39,Which choice is an equation rather than only an expression?
unknown-letter,checkAddSolution,mcq,rich,24,21,0.08,Substitute 8: verify 8 + 9 = 17,You solved x + 4 = 11 and got x = 7. How do you check it?
parity,pointsBonus,numeric,rich,24,21,0.08,33,A game gives 4 points per level for 5 levels  plus a 5-point finish bonus. What is the tot
