lesson,grade,course,concept,lesson class,current A/B interactions,current C/D interactions,misconception burden,candidate existing engine,expected learner gain,reuse potential,priority,decision,justification
pv2-02-01,4,Place Value to a Million,number-forms,A,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
dop-01-02,5,Decimal & Whole-Number Operations,grouping-symbols,C,0,6,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.65,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
as-04-01,1,Addition & Subtraction within 20,fact-family,A,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.5,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
c120-02-01,1,Count & Write to 120,chart-rows,A,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.5,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
tno-04-01,1,Grade 1: Tens & Ones,tno-compare-tens,A,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.5,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
as100-04-01,2,Addition & Subtraction within 100,two-step,A,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.5,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
esn-04-03,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-compute-context,B,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.5,KEEP,"Potential conceptual gap, but no obvious existing-engine fit from the mechanical scan; requires human necessity audit before any implementation."
cp-05-02,10,Geometry: Constructions & Proof,cp-proving-transversal,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.4,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pq-01-03,10,Polygons & Quadrilaterals,pq-regular-angles,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.4,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pq-02-02,10,Polygons & Quadrilaterals,pq-para-angles,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.4,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pf-05-02,11,Algebra 2: Polynomial Functions,pf-turning,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.4,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
rf-04-03,11,Algebra 2: Rational Functions,rf-ha,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.4,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
fna-02-03,12,Precalculus: Function Analysis,fna-graph-read,C,0,5,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.4,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pra-03-02,12,Precalculus: Polynomial & Rational Analysis,pra-slant-find,C,0,5,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.4,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
geo-01-03,3,Shapes & Space,shape-hierarchy,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
md-03-03,3,"Measurement, Time & Data",graph-questions,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
md-03-04,3,"Measurement, Time & Data",line-plot,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv-04-02,3,Place Value & Big Numbers,zero-pattern,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv-04-03,3,Place Value & Big Numbers,tens-problems,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mb-04-02,4,Multiply Bigger,divide-big,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mb-04-03,4,Multiply Bigger,interpret-remainders,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mc-04-02,4,Measure & Convert,missing-angle,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.1,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pra-01-03,12,Precalculus: Polynomial & Rational Analysis,pra-rrt-pipeline,E,0,5,3,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.05,REFUSE,Retrieval/assessment purpose: adding a manipulative merely to raise interaction density would weaken independent evidence.
as-04-02,1,Addition & Subtraction within 20,equal-sign,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.0,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
c120-01-03,1,Count & Write to 120,count-sequence,C,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,1.0,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
cr-03-03,10,Geometry: Circle Theorems,cr-tangent-apps,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
gf-01-03,10,Geometry: Foundations & Rigid Motions,gf-notation,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
cn-05-03,11,Algebra 2: Complex Numbers & Quadratics,cn-method-choice,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
rf-03-03,11,Algebra 2: Rational Functions,rf-unlike,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
co-01-02,12,Precalculus: Conic Sections,co-shifted-parabola,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
co-01-03,12,Precalculus: Conic Sections,co-reflector,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
co-02-03,12,Precalculus: Conic Sections,co-shifted,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
co-03-02,12,Precalculus: Conic Sections,co-asymptote,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
fna-05-03,12,Precalculus: Function Analysis,fna-inverse-verify,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
lc-04-03,12,Precalculus: Limits & the Doorway to Calculus,lc-ivt,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pra-02-02,12,Precalculus: Polynomial & Rational Analysis,pra-conjugate,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dc-01-03,13,Calculus: Derivatives in Context,dc-distance,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dc-03-02,13,Calculus: Derivatives in Context,dc-differentials,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dc-04-02,13,Calculus: Derivatives in Context,dc-other-forms,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dr-03-02,13,Calculus: The Derivative,dr-quotient-rule,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dr-03-03,13,Calculus: The Derivative,dr-choose-rule,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
dr-04-02,13,Calculus: The Derivative,dr-chain-nested,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
in-05-03,13,Calculus: Integration & the Fundamental Theorem,in-choosing-u,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
sc-01-02,13,Calculus BC: Series & Convergence,sc-comparison,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
sc-01-03,13,Calculus BC: Series & Convergence,sc-alternating,C,0,5,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.7,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
ee-03-03,6,Expressions & Equations,test-equivalence,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
ns-05-02,6,The Number System,abs-compare,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
esn-03-02,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-sci-notation-small,C,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
esn-04-02,8,"Grade 8: Exponents, Roots & Scientific Notation",esn-compute-addsub,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
tm-04-03,8,Grade 8: Transformations & Measurement,tm-pythagorean-converse,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.6,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
geo-02-02,3,Shapes & Space,non-examples,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mult-01-03,3,Multiplication & Division Foundations,skip-counting,C,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mult-04-02,3,Multiplication & Division Foundations,unknown-position,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mult-04-03,3,Multiplication & Division Foundations,unknown-letter,C,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mult-04-04,3,Multiplication & Division Foundations,two-step,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mult-05-03,3,Multiplication & Division Foundations,parity,C,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv-01-02,3,Place Value & Big Numbers,expanded-form,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv-01-03,3,Place Value & Big Numbers,compare-numbers,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
la-01-03,4,Lines & Angles,reading-figures,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
la-02-03,4,Lines & Angles,parallel-perpendicular-identify,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
la-04-02,4,Lines & Angles,symmetry-finding,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
la-04-03,4,Lines & Angles,symmetry-application,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mb-05-02,4,Multiply Bigger,multi-step,C,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mc-04-03,4,Measure & Convert,benchmark-angles,E,0,6,2,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,REFUSE,Retrieval/assessment purpose: adding a manipulative merely to raise interaction density would weaken independent evidence.
pv2-01-03,4,Place Value to a Million,place-names-to-millions,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv2-02-02,4,Place Value to a Million,reading-big-numbers,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv2-02-03,4,Place Value to a Million,comma-periods,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv2-03-03,4,Place Value to a Million,front-end-estimation,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv2-05-02,4,Place Value to a Million,order-big-numbers,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.55,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
c120-02-02,1,Count & Write to 120,chart-find,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
c120-05-02,1,Count & Write to 120,ten-more-less,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
c120-05-03,1,Count & Write to 120,mix-jumps,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
tno-04-02,1,Grade 1: Tens & Ones,tno-compare-ones,C,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
tno-04-03,1,Grade 1: Tens & Ones,tno-compare-any,C,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
as100-04-02,2,Addition & Subtraction within 100,two-step-trade,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
as100-04-03,2,Addition & Subtraction within 100,choose-steps,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
as100-05-02,2,Addition & Subtraction within 100,parity-sum,C,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv1000-03-02,2,"Grade 2: Place Value to 1,000",pv1000-compare,C,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
pv1000-03-03,2,"Grade 2: Place Value to 1,000",pv1000-order-mixed,C,0,7,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.5,KEEP,Procedural-fluency purpose; preserve independent production unless a manual lesson read finds a conceptual bottleneck.
mult-01-05,3,Multiplication & Division Foundations,commutativity,D,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.28,REFUSE,Retrieval/assessment purpose: adding a manipulative merely to raise interaction density would weaken independent evidence.
mult-03-03,3,Multiplication & Division Foundations,double-double,D,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.28,REFUSE,Retrieval/assessment purpose: adding a manipulative merely to raise interaction density would weaken independent evidence.
fa-02-01,4,Fractions That Add Up,benchmark-half,E,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.28,REFUSE,Retrieval/assessment purpose: adding a manipulative merely to raise interaction density would weaken independent evidence.
fa-02-02,4,Fractions That Add Up,benchmark-compare,E,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.28,REFUSE,Retrieval/assessment purpose: adding a manipulative merely to raise interaction density would weaken independent evidence.
fa-02-03,4,Fractions That Add Up,benchmark-order,E,0,6,1,NONE—manual fit audit,Manual review required to identify whether manipulation adds a distinct causal insight beyond the existing explanation.,0,0.28,REFUSE,Retrieval/assessment purpose: adding a manipulative merely to raise interaction density would weaken independent evidence.
