figure_id,authored_uses,grade_span,sample_lessons,current_role,priority,decision,requirement
count-on-hops,798,0|1|2|3|4|5,koa-01-01:c1|koa-01-01:c2|koa-01-02:c1|koa-01-02:c2|koa-01-03:c1|koa-01-03:c2,concept-support,P0,REDESIGN_OR_VALIDATE_AT_SCALE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-match-64,1,9,exp-03-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-mirror,1,9,exp-01-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-multiply-by-b,1,9,exp-01-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-multiply-extend,1,9,exp-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-neg-exponent,1,9,exp-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-p0-200,1,9,exp-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-rising-falling,1,9,exp-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-small-target,1,9,exp-03-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-v0-8000,1,9,exp-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-y-intercept,1,9,exp-04-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exponent-unfold,1,6,ee-01-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exterior-angle-walk,1,10,pq-01-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
extraneous-intersection,1,11,re-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fa-equiv-thirds-sixths,1,4,fa-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
factor-pairs,1,6,ns-03-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ferris-wheel-wave,1,11,tf-05-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fg-function-test,1,8,fg-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fg-initial-value,1,8,fg-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fg-not-function,1,8,fg-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fg-rate-table,1,8,fg-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
flip-arrow,1,9,alg1-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fm-area-grid,1,5,fm-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-any-term,1,9,fn-02-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-arithmetic,1,9,fn-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-combine-steps,1,9,fn-01-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-common-diff,1,9,fn-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-common-ratio,1,9,fn-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-eval-zero,1,9,fn-01-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-far-term,1,9,fn-02-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-first-term-in,1,9,fn-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-geom-exponent,1,9,fn-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-geom-fast,1,9,fn-03-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-geom-overwhelms,1,9,fn-04-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-geometric,1,9,fn-04-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-how-far,1,9,fn-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-n-minus-one,1,9,fn-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-negative-diff,1,9,fn-02-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-neither,1,9,fn-04-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-notation,1,9,fn-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-one-output,1,9,fn-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-ratio-larger,1,9,fn-03-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-reach-far,1,9,fn-03-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-test-diff-ratio,1,9,fn-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-unseen-inputs,1,9,fn-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-vertical-line-test,1,9,fn-01-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fn-words-type,1,9,fn-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-abs-piecewise,1,12,fna-03-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-average-rate,1,12,fna-01-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-both-directions,1,12,fna-05-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-boundary-symbols,1,12,fna-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-checkpoint-reciprocal,1,12,fna-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-compare-representations,1,12,fna-06-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-compose-order,1,12,fna-04-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-cubic-hlt,1,12,fna-05-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-decompose,1,12,fna-04-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-denominator-input,1,12,fna-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-downhill-negative,1,12,fna-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-even-symmetry,1,12,fna-03-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-falls-between,1,12,fna-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-hlt,1,12,fna-05-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-inverse-reflection,1,12,fna-05-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-later-minus-earlier,1,12,fna-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-local-not-absolute,1,12,fna-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-modeling-chain,1,12,fna-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-not-commutative,1,12,fna-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-one-to-one-piece,1,12,fna-05-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-piecewise,1,12,fna-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-properties-anywhere,1,12,fna-06-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-range-extrema,1,12,fna-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-rate-units,1,12,fna-01-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-restrict-domain,1,12,fna-05-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-secant-aroc,1,12,fna-01-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-step-function,1,12,fna-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-test-all-x,1,12,fna-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-two-checkpoints,1,12,fna-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
formula-rearrange,1,9,alg1-03-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
frac-equal-vs-unequal,1,3,fr-01-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
frac-fourths-blank,1,3,fr-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
frac-three-fourths,1,3,fr-01-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
frac-two-thirds,1,3,fr-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
frac-unit-fourth,1,3,fr-01-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
frac-unit-third,1,3,fr-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fraction-area-model,1,5,fm-03-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fraction-division-groups,1,6,ns-01-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fraction-undo,1,9,alg1-02-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-combine-shifts,1,11,ft-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-composition,1,11,ft-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-domain-sqrt,1,11,ft-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-horiz-shift,1,11,ft-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-inverse-reversed-machine,1,11,ft-05-04:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-inverse-swap,1,11,ft-05-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-parent-square-abs,1,11,ft-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-range-shift,1,11,ft-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-reflection,1,11,ft-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-stretch,1,11,ft-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-subtract-funcs,1,11,ft-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-swap-is-peeling,1,11,ft-05-04:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-swap-solve,1,11,ft-05-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-test-number,1,11,ft-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-verify-inverse,1,11,ft-05-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-vertex,1,11,ft-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ft-vertical-shift,1,11,ft-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-aaa-same-shape,1,7,g7-03b-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-circle-c-vs-a,1,7,g7-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-circumference,1,7,g7-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-comp-supp,1,7,g7-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-copy-angle-arcs,1,7,g7-03b-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-perp-bisector-arcs,1,7,g7-03b-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-pi-ratio,1,7,g7-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-roundup,1,7,g7-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-scale-area,1,7,g7-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-scale-directions,1,7,g7-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-scale-rate,1,7,g7-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-slicing,1,7,g7-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-solve-angles,1,7,g7-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-ssa-two-triangles,1,7,g7-03b-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-sss-locks,1,7,g7-03b-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
g7-vertical-angles,1,7,g7-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gauss-pairing,1,11,sr-03-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-closed-shapes,1,3,geo-01-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-equal-diff-shapes,1,3,geo-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-equal-parts,1,3,geo-03-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-multi-rule,1,3,geo-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-name-part,1,3,geo-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-name-parts,1,3,geo-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-rect-rule,1,3,geo-01-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-rotated-square,1,3,geo-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-sort-yesno,1,3,geo-02-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-square-is-rect,1,3,geo-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-trapezoid,1,3,geo-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geometric-shift-subtract,1,11,sr-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-angle-addition,1,10,gf-02-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-angle-bisector,1,10,gf-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-angle-naming,1,10,gf-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-answer-asked,1,10,gf-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-between-algebra,1,10,gf-02-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-bisector-equation,1,10,gf-02-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-bisector-vocab,1,10,gf-02-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-ccw-positive,1,10,gf-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-cipher-numbers,1,10,gf-05-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-congruence-cipher,1,10,gf-05-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-dilation-excluded,1,10,gf-05-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-figure-vs-measure,1,10,gf-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-find-rule,1,10,gf-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-glide-reflection,1,10,gf-04-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-identify-motion,1,10,gf-05-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-intersect-point,1,10,gf-01-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-line-symmetry,1,10,gf-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-midpoint,1,10,gf-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-naming-points,1,10,gf-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-no-motion,1,10,gf-05-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-notation-hats,1,10,gf-01-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-order-angle,1,10,gf-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-order-matters,1,10,gf-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-postulates,1,10,gf-01-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-ray-order,1,10,gf-01-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-reflect-yx,1,10,gf-03-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-rewrite-correspondence,1,10,gf-05-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-rigid-preserve,1,10,gf-05-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-rotational-symmetry,1,10,gf-04-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-rotations-add,1,10,gf-03-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-rotations-origin,1,10,gf-03-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
gf-scalene-zero,1,10,gf-04-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
