# S242 / MPB-05 before-and-after sweep. Generated by scripts/audit/derivative-island-sweep.mts
# `before`/`after` list the island SOURCES separated by U+22C2; a string is listed only if they differ.
source,owner,unit,field,surface,verdict,before,after,text
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:stretch","widget.prompt","arithmetic-off","gained-derivative","π(3²) ⟂ 9π","dA/dt ⟂ π(3²) ⟂ 9π","To find dA/dt when r = 3, a student writes A = π(3²) = 9π and then differentiates. What goes wrong?

Reasoning check: Explain why the method still works after the parameters are changed."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:stretch","widget.options[1].feedback","arithmetic-off","gained-derivative","","dA/dt","It gives dA/dt = 0, which claims the circle is not growing at all. The substitution froze the radius."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dr/dt ⟂ dA/dt","A circle's radius grows at dr/dt = 2 cm/s. Find dA/dt when r = 3, as a multiple of π (give just the number).

Reasoning check: Name what stays fixed before changing or computing anything."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","That is 2πr at r = 3 without the dr/dt = 2. The chain rule multiplies by the rate: 2π(3)(2) = 12π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","dA/dt ⟂ 2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","Check: dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","dA/dt ⟂ 2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π cm²/s."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dr/dt ⟂ dA/dt","A circle's radius grows at dr/dt = 2 cm/s. Find dA/dt when r = 3, as a multiple of π (give just the number).

Reasoning check: Use the visible structure one step at a time and check the units."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","That is 2πr at r = 3 without the dr/dt = 2. The chain rule multiplies by the rate: 2π(3)(2) = 12π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","dA/dt ⟂ 2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","Check: dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","dA/dt ⟂ 2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π cm²/s."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dr/dt ⟂ dA/dt","A circle's radius grows at dr/dt = 2 cm/s. Find dA/dt when r = 3, as a multiple of π (give just the number).

Reasoning check: Identify the representation and the governing relationship before calculating."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","That is 2πr at r = 3 without the dr/dt = 2. The chain rule multiplies by the rate: 2π(3)(2) = 12π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","dA/dt ⟂ 2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","Check: dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","dA/dt ⟂ 2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π cm²/s."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dV/dt","A spherical balloon's radius grows at 2 cm/s. Find dV/dt when r = 3, as a multiple of π (give just the number).

Reasoning check: Use a second representation to verify the conclusion."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","4π ⟂ 4π(9) ⟂ 72π","4π ⟂ dr/dt ⟂ 4π(9) ⟂ 72π","That is 4πr² at r = 3 without the dr/dt = 2. Multiply by the rate: 4π(9)(2) = 72π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","4/3 ⟂ 4π ⟂ 36π ⟂ 72π","d/dr[(4/3)πr³] ⟂ 4π ⟂ 36π ⟂ 72π","Check the derivative: d/dr[(4/3)πr³] = 4πr², which is 36π at r = 3, and then × 2 = 72π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","4π ⟂ 4π(9) ⟂ 72π","dV/dt ⟂ 4π ⟂ dr/dt ⟂ 4π(9) ⟂ 72π","dV/dt = 4πr²(dr/dt) = 4π(9)(2) = 72π cm³/s."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dr/dt ⟂ dA/dt","A circle's radius grows at dr/dt = 2 cm/s. Find dA/dt when r = 3, as a multiple of π (give just the number).

Reasoning check: State the invariant or definition that makes the method valid."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","That is 2πr at r = 3 without the dr/dt = 2. The chain rule multiplies by the rate: 2π(3)(2) = 12π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","dA/dt ⟂ 2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","Check: dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","dA/dt ⟂ 2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π cm²/s."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dV/dt","A spherical balloon's radius grows at 2 cm/s. Find dV/dt when r = 3, as a multiple of π (give just the number).

Reasoning check: Check the result against the domain, sign, orientation, and units."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","4π ⟂ 4π(9) ⟂ 72π","4π ⟂ dr/dt ⟂ 4π(9) ⟂ 72π","That is 4πr² at r = 3 without the dr/dt = 2. Multiply by the rate: 4π(9)(2) = 72π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","4/3 ⟂ 4π ⟂ 36π ⟂ 72π","d/dr[(4/3)πr³] ⟂ 4π ⟂ 36π ⟂ 72π","Check the derivative: d/dr[(4/3)πr³] = 4πr², which is 36π at r = 3, and then × 2 = 72π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","4π ⟂ 4π(9) ⟂ 72π","dV/dt ⟂ 4π ⟂ dr/dt ⟂ 4π(9) ⟂ 72π","dV/dt = 4πr²(dr/dt) = 4π(9)(2) = 72π cm³/s."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dV/dt","A spherical balloon's radius grows at 2 cm/s. Find dV/dt when r = 3, as a multiple of π (give just the number).

Reasoning check: Give a definition-level justification and audit every hidden assumption."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","4π ⟂ 4π(9) ⟂ 72π","4π ⟂ dr/dt ⟂ 4π(9) ⟂ 72π","That is 4πr² at r = 3 without the dr/dt = 2. Multiply by the rate: 4π(9)(2) = 72π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","4/3 ⟂ 4π ⟂ 36π ⟂ 72π","d/dr[(4/3)πr³] ⟂ 4π ⟂ 36π ⟂ 72π","Check the derivative: d/dr[(4/3)πr³] = 4πr², which is 36π at r = 3, and then × 2 = 72π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","4π ⟂ 4π(9) ⟂ 72π","dV/dt ⟂ 4π ⟂ dr/dt ⟂ 4π(9) ⟂ 72π","dV/dt = 4πr²(dr/dt) = 4π(9)(2) = 72π cm³/s."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dV/dt","A spherical balloon's radius grows at 2 cm/s. Find dV/dt when r = 3, as a multiple of π (give just the number).

Reasoning check: Verify the result by an independent representation or reverse operation."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","4π ⟂ 4π(9) ⟂ 72π","4π ⟂ dr/dt ⟂ 4π(9) ⟂ 72π","That is 4πr² at r = 3 without the dr/dt = 2. Multiply by the rate: 4π(9)(2) = 72π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","4/3 ⟂ 4π ⟂ 36π ⟂ 72π","d/dr[(4/3)πr³] ⟂ 4π ⟂ 36π ⟂ 72π","Check the derivative: d/dr[(4/3)πr³] = 4πr², which is 36π at r = 3, and then × 2 = 72π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","4π ⟂ 4π(9) ⟂ 72π","dV/dt ⟂ 4π ⟂ dr/dt ⟂ 4π(9) ⟂ 72π","dV/dt = 4πr²(dr/dt) = 4π(9)(2) = 72π cm³/s."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dr/dt ⟂ dA/dt","A circle's radius grows at dr/dt = 2 cm/s. Find dA/dt when r = 3, as a multiple of π (give just the number).

Reasoning check: Verify the result by an independent representation or reverse operation."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","That is 2πr at r = 3 without the dr/dt = 2. The chain rule multiplies by the rate: 2π(3)(2) = 12π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","dA/dt ⟂ 2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","Check: dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","2π ⟂ 2π(3) ⟂ 12π","dA/dt ⟂ 2π ⟂ dr/dt ⟂ 2π(3) ⟂ 12π","dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π cm²/s."
"generated","g13-differential-equations","differential-equations__de-equilibrium__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth RATE greatest?

Reasoning check: Translate the graph, table, or expression into one precise relationship first."
"generated","g13-differential-equations","differential-equations__de-equilibrium__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dt","dy/dt = 1.8y(1 − y/4). How many equilibrium solutions does it have?

Reasoning check: Translate the graph, table, or expression into one precise relationship first."
"generated","g13-differential-equations","differential-equations__de-equilibrium__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dt","dy/dt = 1.8y(1 − y/4). How many equilibrium solutions does it have?

Reasoning check: Use the visible structure one step at a time and check the units."
"generated","g13-differential-equations","differential-equations__de-equilibrium__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth RATE greatest?

Reasoning check: State the invariant or definition that makes the method valid."
"generated","g13-differential-equations","differential-equations__de-equilibrium__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dt","dy/dt = 1.8y(1 − y/4). How many equilibrium solutions does it have?

Reasoning check: Distinguish a pattern you notice from a relationship you can defend."
"generated","g13-differential-equations","differential-equations__de-equilibrium__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth RATE greatest?

Reasoning check: State the invariant or definition that makes the method valid."
"generated","g13-differential-equations","differential-equations__de-equilibrium__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth RATE greatest?

Reasoning check: Check both the numerical result and the logical conditions that permit it."
"generated","g13-differential-equations","differential-equations__de-equilibrium__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dt","dy/dt = 1.8y(1 − y/4). How many equilibrium solutions does it have?

Reasoning check: Generalize the relationship before committing to the specific answer."
"generated","g13-differential-equations","differential-equations__de-equilibrium__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth RATE greatest?

Reasoning check: Explain why the method still works after the parameters are changed."
"generated","g13-differential-equations","differential-equations__de-euler__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y with y(0) = 1. Take ONE Euler step of size h = 0.5. What is the new y?

Reasoning check: Translate the graph, table, or expression into one precise relationship first."
"generated","g13-differential-equations","differential-equations__de-euler__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Continue: dy/dx = y, y(0) = 1, h = 0.5. After TWO steps (at x = 1), what is y?

Reasoning check: Identify the representation and the governing relationship before calculating."
"generated","g13-differential-equations","differential-equations__de-euler__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y, y(0) = 1, but now h = 0.25 (four steps to x = 1). Find y, to four decimals.

Reasoning check: Sketch or annotate the situation before entering the result."
"generated","g13-differential-equations","differential-equations__de-euler__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Continue: dy/dx = y, y(0) = 1, h = 0.5. After TWO steps (at x = 1), what is y?

Reasoning check: Distinguish a pattern you notice from a relationship you can defend."
"generated","g13-differential-equations","differential-equations__de-euler__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y with y(0) = 1. Take ONE Euler step of size h = 0.5. What is the new y?

Reasoning check: Connect the visual, numerical, and symbolic representations."
"generated","g13-differential-equations","differential-equations__de-euler__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y with y(0) = 1. Take ONE Euler step of size h = 0.5. What is the new y?

Reasoning check: Use a second representation to verify the conclusion."
"generated","g13-differential-equations","differential-equations__de-euler__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Continue: dy/dx = y, y(0) = 1, h = 0.5. After TWO steps (at x = 1), what is y?

Reasoning check: Generalize the relationship before committing to the specific answer."
"generated","g13-differential-equations","differential-equations__de-euler__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y, y(0) = 1, but now h = 0.25 (four steps to x = 1). Find y, to four decimals.

Reasoning check: Generalize the relationship before committing to the specific answer."
"generated","g13-differential-equations","differential-equations__de-euler__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Continue: dy/dx = y, y(0) = 1, h = 0.5. After TWO steps (at x = 1), what is y?

Reasoning check: Explain why the method still works after the parameters are changed."
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:support","widget.options[0].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = kP"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:support","widget.options[1].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = kt"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:support","widget.options[3].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = k"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:support","widget.options[0].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = kt"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:support","widget.options[2].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = k"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:support","widget.options[3].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = kP"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:support","widget.options[1].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = k"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:support","widget.options[2].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = kt"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:support","widget.options[3].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = kP"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:core","widget.options[0].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = kP"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:core","widget.options[1].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = k"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:core","widget.options[3].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = kt"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:stretch","widget.options[1].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = k"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:stretch","widget.options[2].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = kt"
"generated","g13-differential-equations","differential-equations__de-exponential__mcq:stretch","widget.options[3].label","arithmetic-off","gained-derivative","","dP/dt","dP/dt = kP"
"generated","g13-differential-equations","differential-equations__de-exponential__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","A colony has dP/dt = 0.1P and P(0) = 200. Find P(10), to one decimal.

Reasoning check: Translate the graph, table, or expression into one precise relationship first."
"generated","g13-differential-equations","differential-equations__de-exponential__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","A colony has dP/dt = 0.1P and P(0) = 200. Find P(10), to one decimal.

Reasoning check: Name what stays fixed before changing or computing anything."
"generated","g13-differential-equations","differential-equations__de-exponential__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","A colony has dP/dt = 0.1P and P(0) = 200. Find P(10), to one decimal.

Reasoning check: Generalize the relationship before committing to the specific answer."
"generated","g13-differential-equations","differential-equations__de-exponential__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","A colony has dP/dt = 0.1P and P(0) = 200. Find P(10), to one decimal.

Reasoning check: Explain why the method still works after the parameters are changed."
"generated","g13-differential-equations","differential-equations__de-exponential__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","A colony has dP/dt = 0.1P and P(0) = 200. Find P(10), to one decimal.

Reasoning check: Explain why the method still works after the parameters are changed."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:support","widget.options[2].feedback","arithmetic-off","gained-derivative","","dP/dt","Right: dP/dt is still positive but shrinking. Growing and slowing at once, which is the top half of the S."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:support","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","In dP/dt = kP(1 − P/K), what happens when P is very small compared with K?

Reasoning check: Use the visible structure one step at a time and check the units."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:support","widget.options[1].feedback","arithmetic-off","gained-derivative","","dP/dt","With the bracket close to 1, the equation is essentially dP/dt = kP — proportional growth, which is exponential, not linear."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:support","widget.options[2].label","arithmetic-off","gained-derivative","","dP/dt","The bracket is nearly 1, so dP/dt ≈ kP — it grows exponentially."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:support","widget.options[3].feedback","arithmetic-off","gained-derivative","","dP/dt","For 0 < P < K both factors are positive, so dP/dt > 0 — the population grows."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:support","widget.options[1].feedback","arithmetic-off","gained-derivative","","dP/dt","Right: dP/dt is still positive but shrinking. Growing and slowing at once, which is the top half of the S."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:core","widget.options[1].feedback","arithmetic-off","gained-derivative","","dP/dt","Right: dP/dt is still positive but shrinking. Growing and slowing at once, which is the top half of the S."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:core","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","In dP/dt = kP(1 − P/K), what happens when P is very small compared with K?

Reasoning check: Distinguish a pattern you notice from a relationship you can defend."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:core","widget.options[0].feedback","arithmetic-off","gained-derivative","","dP/dt","For 0 < P < K both factors are positive, so dP/dt > 0 — the population grows."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:core","widget.options[1].feedback","arithmetic-off","gained-derivative","","dP/dt","With the bracket close to 1, the equation is essentially dP/dt = kP — proportional growth, which is exponential, not linear."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:core","widget.options[2].label","arithmetic-off","gained-derivative","","dP/dt","The bracket is nearly 1, so dP/dt ≈ kP — it grows exponentially."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:core","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","In dP/dt = kP(1 − P/K), what happens when P is very small compared with K?

Reasoning check: Connect the visual, numerical, and symbolic representations."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:core","widget.options[0].label","arithmetic-off","gained-derivative","","dP/dt","The bracket is nearly 1, so dP/dt ≈ kP — it grows exponentially."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:core","widget.options[2].feedback","arithmetic-off","gained-derivative","","dP/dt","With the bracket close to 1, the equation is essentially dP/dt = kP — proportional growth, which is exponential, not linear."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:core","widget.options[3].feedback","arithmetic-off","gained-derivative","","dP/dt","For 0 < P < K both factors are positive, so dP/dt > 0 — the population grows."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:stretch","widget.options[0].feedback","arithmetic-off","gained-derivative","","dP/dt","Right: dP/dt is still positive but shrinking. Growing and slowing at once, which is the top half of the S."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:stretch","widget.options[2].feedback","arithmetic-off","gained-derivative","","dP/dt","Right: dP/dt is still positive but shrinking. Growing and slowing at once, which is the top half of the S."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:stretch","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","In dP/dt = kP(1 − P/K), what happens when P is very small compared with K?

Reasoning check: Verify the result by an independent representation or reverse operation."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:stretch","widget.options[0].feedback","arithmetic-off","gained-derivative","","dP/dt","With the bracket close to 1, the equation is essentially dP/dt = kP — proportional growth, which is exponential, not linear."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:stretch","widget.options[1].feedback","arithmetic-off","gained-derivative","","dP/dt","For 0 < P < K both factors are positive, so dP/dt > 0 — the population grows."
"generated","g13-differential-equations","differential-equations__de-logistic__mcq:stretch","widget.options[2].label","arithmetic-off","gained-derivative","","dP/dt","The bracket is nearly 1, so dP/dt ≈ kP — it grows exponentially."
"generated","g13-differential-equations","differential-equations__de-logistic__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 0.3P(1 − P/500). At what population is growth fastest?

Reasoning check: Translate the graph, table, or expression into one precise relationship first."
"generated","g13-differential-equations","differential-equations__de-logistic__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth rate FASTEST?

Reasoning check: Identify the representation and the governing relationship before calculating."
"generated","g13-differential-equations","differential-equations__de-logistic__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 0.3P(1 − P/500). At what population is growth fastest?

Reasoning check: Translate the graph, table, or expression into one precise relationship first."
"generated","g13-differential-equations","differential-equations__de-logistic__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth rate FASTEST?

Reasoning check: Use a second representation to verify the conclusion."
"generated","g13-differential-equations","differential-equations__de-logistic__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth rate FASTEST?

Reasoning check: Check the result against the domain, sign, orientation, and units."
"generated","g13-differential-equations","differential-equations__de-logistic__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 0.3P(1 − P/500). At what population is growth fastest?

Reasoning check: Check the result against the domain, sign, orientation, and units."
"generated","g13-differential-equations","differential-equations__de-logistic__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth rate FASTEST?

Reasoning check: Generalize the relationship before committing to the specific answer."
"generated","g13-differential-equations","differential-equations__de-logistic__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth rate FASTEST?

Reasoning check: Explain why the method still works after the parameters are changed."
"generated","g13-differential-equations","differential-equations__de-logistic__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth rate FASTEST?

Reasoning check: Check both the numerical result and the logical conditions that permit it."
"generated","g13-differential-equations","differential-equations__de-separable__buildExpression:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separate dy/dx = 2xy.

Reasoning check: Translate the graph, table, or expression into one precise relationship first."
"generated","g13-differential-equations","differential-equations__de-separable__buildExpression:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separate dy/dx = 2xy.

Reasoning check: Mark the known quantities, then choose the operation or theorem that connects them."
"generated","g13-differential-equations","differential-equations__de-separable__buildExpression:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separate dy/dx = 2xy.

Reasoning check: Sketch or annotate the situation before entering the result."
